,,,4:59:00,,Super Tower Bonus,lvl 1,0d  4h 59m,7.023 776%,111.67 B,2d 23h 43m,,CL Damage,lvl 25,767⧌,0.026 374%,135.65 T,6.67 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 41,x1.82,x0.82,x1.23,x1.82,x1.82,4.1%,,,,,,,,,,,11,11,13,1,8,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.20,101%,100%,x1.00,x1.00,"10,068,409",85%,85%,15.23,10.00%,7.20,21.12,22.48,x1.88,x4.68,x81.93,4.45%,1.91,x1.53,x1.00,x1.00,x460.38,100.00%,1.00,0.58,50.56,0.00,0.00,1.50,6.076E+01,1.117E+11,,1.22,1.14E+11,1.14E+11,,1.12E+11,1.12E+11,1.13E+11,1.13E+11,,,1.13E+11,1.13E+11,1.12E+11,,,,,,,,,,,6.997085%,7.007804%,6.190422%,,6.640008%,0.328413%,0.749729%,2.584171%,,,4.268690%,0.960640%,0.005019%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,5:43:00,,Attack Speed,lvl 11,0d  5h 43m,7.007 804%,113.53 B,3d  5h 26m,,CL Chance,lvl 15,242⧌,0.025 291%,143.95 T,6.91 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 42,x1.84,x0.84,x1.26,x1.84,x1.84,4.2%,,,,,,,,,,,11,12,13,1,8,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.20,101%,100%,x1.00,x1.00,"10,068,409",85%,85%,15.23,10.00%,7.20,21.12,22.48,x1.88,x4.75,x81.93,4.45%,1.91,x1.53,x1.00,x1.00,x468.07,100.00%,1.00,0.58,51.41,0.00,0.00,1.50,6.176E+01,1.135E+11,,1.22,1.15E+11,1.16E+11,,1.14E+11,1.14E+11,1.15E+11,1.15E+11,,,1.15E+11,1.15E+11,1.14E+11,,,,,,,,,,,6.997085%,5.582055%,6.190413%,,6.640160%,0.328413%,0.749731%,2.584230%,,,4.268690%,0.960640%,0.004937%,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,5:43:00,,Damage,lvl 11,0d  5h 43m,6.997 085%,115.43 B,3d 11h  9m,,CL Chance,lvl 16,260⧌,0.022 182%,152.25 T,7.17 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 43,x1.86,x0.86,x1.29,x1.86,x1.86,4.3%,,,,,,,,,,,12,12,13,1,8,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.22,101%,100%,x1.00,x1.00,"10,236,216",85%,85%,15.23,10.00%,7.20,21.12,22.48,x1.88,x4.75,x81.93,4.45%,1.91,x1.53,x1.00,x1.00,x468.07,100.00%,1.00,0.58,51.41,0.00,0.00,1.50,6.176E+01,1.154E+11,,1.24,1.17E+11,1.18E+11,,1.16E+11,1.16E+11,1.16E+11,1.17E+11,,,1.17E+11,1.17E+11,1.15E+11,,,,,,,,,,,5.580746%,5.582055%,6.190413%,,6.640160%,0.328413%,0.749731%,2.584230%,,,4.268690%,0.960640%,0.004937%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,,2:39:00,,Damage / Meter,lvl 8,0d  2h 39m,6.640 160%,116.27 B,3d 13h 48m,,CL Damage,lvl 26,923⧌,0.021 625%,182.64 T,8.09 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 44,x1.88,x0.88,x1.32,x1.88,x1.88,4.4%,,,,,,,,,,,12,12,13,1,9,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.22,101%,100%,x1.00,x1.00,"10,236,216",85%,85%,15.23,10.00%,7.20,21.12,22.48,x1.88,x4.75,x81.93,4.52%,1.93,x1.53,x1.00,x1.00,x471.98,100.00%,1.00,0.58,51.41,0.00,0.00,1.50,6.176E+01,1.163E+11,,1.24,1.18E+11,1.19E+11,,1.17E+11,1.17E+11,1.17E+11,1.18E+11,,,1.17E+11,1.17E+11,1.16E+11,,,,,,,,,,,5.580746%,5.582110%,6.190017%,,4.967303%,0.328414%,0.749827%,2.586872%,,,4.268690%,0.960640%,0.004901%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,,8:34:00,,Critical Factor,lvl 13,0d  8h 34m,6.190 017%,118.84 B,3d 22h 22m,,CL Damage,lvl 27,1109⧌,0.017 681%,218.45 T,9.2 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 45,x1.90,x0.90,x1.35,x1.90,x1.90,4.5%,,,,,,,,,,,12,12,14,1,9,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.22,101%,100%,x1.00,x1.00,"10,236,216",85%,85%,15.57,10.00%,7.20,21.59,22.94,x1.88,x4.75,x81.93,4.52%,1.93,x1.53,x1.00,x1.00,x471.98,100.00%,1.00,0.58,51.41,0.00,0.00,1.50,6.194E+01,1.188E+11,,1.24,1.21E+11,1.21E+11,,1.20E+11,1.19E+11,1.20E+11,1.21E+11,,,1.20E+11,1.20E+11,1.19E+11,,,,,,,,,,,5.580746%,5.582100%,5.064983%,,4.966366%,0.328458%,0.749912%,2.586384%,,,4.268690%,0.960640%,0.004908%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,7:03:00,,Attack Speed,lvl 12,0d  7h  3m,5.582 100%,120.79 B,4d  5h 25m,,CL Damage,lvl 28,1295⧌,0.014 969%,260.8 T,10.5 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 46,x1.92,x0.92,x1.38,x1.92,x1.92,4.6%,,,,,,,,,,,12,13,14,1,9,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.22,101%,100%,x1.00,x1.00,"10,236,216",85%,85%,15.57,10.00%,7.20,21.59,22.94,x1.89,x4.83,x81.93,4.52%,1.93,x1.53,x1.00,x1.00,x479.73,100.00%,1.00,0.58,52.25,0.00,0.00,1.50,6.295E+01,1.208E+11,,1.24,1.23E+11,1.23E+11,,1.22E+11,1.21E+11,1.22E+11,1.23E+11,,,1.22E+11,1.22E+11,1.21E+11,,,,,,,,,,,5.580746%,4.513930%,5.064975%,,4.966476%,0.328458%,0.749914%,2.586441%,,,4.268690%,0.960640%,0.004828%,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,7:03:00,,Damage,lvl 12,0d  7h  3m,5.580 746%,122.77 B,4d 12h 28m,,CL Damage,lvl 29,1521⧌,0.012 603%,310.79 T,12.02 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 47,x1.94,x0.94,x1.41,x1.94,x1.94,4.7%,,,,,,,,,,,13,13,14,1,9,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.24,101%,100%,x1.00,x1.00,"10,404,023",85%,85%,15.57,10.00%,7.20,21.59,22.94,x1.89,x4.83,x81.93,4.52%,1.93,x1.53,x1.00,x1.00,x479.73,100.00%,1.00,0.58,52.25,0.00,0.00,1.50,6.295E+01,1.228E+11,,1.26,1.25E+11,1.25E+11,,1.24E+11,1.23E+11,1.24E+11,1.25E+11,,,1.24E+11,1.24E+11,1.23E+11,,,,,,,,,,,4.518639%,4.513930%,5.064975%,,4.966476%,0.328458%,0.749914%,2.586441%,,,4.268690%,0.960640%,0.004828%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,,10:15:00,,Critical Factor,lvl 14,0d 10h 15m,5.064 975%,125.43 B,4d 22h 43m,,CL Damage,lvl 30,1787⧌,0.010 590%,369.61 T,13.8 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 48,x1.96,x0.96,x1.44,x1.96,x1.96,4.8%,,,,,,,,,,,13,13,15,1,9,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.24,101%,100%,x1.00,x1.00,"10,404,023",85%,85%,15.90,10.00%,7.20,22.05,23.40,x1.89,x4.83,x81.93,4.52%,1.93,x1.53,x1.00,x1.00,x479.73,100.00%,1.00,0.58,52.25,0.00,0.00,1.50,6.313E+01,1.254E+11,,1.26,1.27E+11,1.28E+11,,1.26E+11,1.26E+11,1.27E+11,1.27E+11,,,1.27E+11,1.27E+11,1.25E+11,,,,,,,,,,,4.518639%,4.513921%,4.196747%,,4.965509%,0.328500%,0.749994%,2.585937%,,,4.268690%,0.960640%,0.004835%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,,3:31:00,,Damage / Meter,lvl 9,0d  3h 31m,4.965 509%,126.34 B,5d  2h 14m,,CL Damage,lvl 31,2103⧌,0.008 912%,438.88 T,15.91 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 49,x1.98,x0.98,x1.47,x1.98,x1.98,4.9%,,,,,,,,,,,13,13,15,1,10,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.24,101%,100%,x1.00,x1.00,"10,404,023",85%,85%,15.90,10.00%,7.20,22.05,23.40,x1.89,x4.83,x81.93,4.60%,1.94,x1.53,x1.00,x1.00,x483.71,100.00%,1.00,0.58,52.25,0.00,0.00,1.50,6.313E+01,1.263E+11,,1.26,1.28E+11,1.29E+11,,1.27E+11,1.27E+11,1.27E+11,1.28E+11,,,1.28E+11,1.28E+11,1.26E+11,,,,,,,,,,,4.518639%,4.513965%,4.196454%,,3.824097%,0.328500%,0.750089%,2.588546%,,,4.268690%,0.960640%,0.004800%,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,8:34:00,,Damage,lvl 13,0d  8h 34m,4.518 639%,128.38 B,5d 10h 48m,,CL Damage,lvl 32,2469⧌,0.007 515%,520.31 T,18.38 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 50,x2.00,x1.00,x1.50,x2.00,x2.00,5.0%,,,,,,,,,,,14,13,15,1,10,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.26,101%,100%,x1.00,x1.00,"10,571,829",85%,85%,15.90,10.00%,7.20,22.05,23.40,x1.89,x4.83,x81.93,4.60%,1.94,x1.53,x1.00,x1.00,x483.71,100.00%,1.00,0.58,52.25,0.00,0.00,1.50,6.313E+01,1.284E+11,,1.28,1.30E+11,1.31E+11,,1.29E+11,1.29E+11,1.29E+11,1.30E+11,,,1.30E+11,1.30E+11,1.28E+11,,,,,,,,,,,3.716609%,4.513965%,4.196454%,,3.824097%,0.328500%,0.750089%,2.588546%,,,4.268690%,0.960640%,0.004800%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,8:34:00,,Attack Speed,lvl 13,0d  8h 34m,4.513 965%,130.45 B,5d 19h 22m,,DW Damage,lvl 7,35⧌,0.000 000%,520.31 T,18.41 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 51,x2.02,x1.02,x1.53,x2.02,x2.02,,,,,,,,,,,,14,14,15,1,10,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.26,101%,100%,x1.00,x1.00,"10,571,829",85%,85%,15.90,10.00%,7.20,22.05,23.40,x1.89,x4.90,x81.93,4.60%,1.94,x1.53,x1.00,x1.00,x491.52,100.00%,1.00,0.58,53.09,0.00,0.00,1.50,6.414E+01,1.304E+11,,1.28,1.33E+11,1.33E+11,,1.31E+11,1.31E+11,1.32E+11,1.32E+11,,,1.32E+11,1.32E+11,1.30E+11,,,,,,,,,,,3.716609%,3.708034%,4.196448%,,3.824178%,0.328500%,0.750091%,2.588601%,,,4.268690%,0.960640%,0.004724%,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
,,,5:34:00,,Standard Perks Bonus,lvl 2,0d  5h 34m,4.268 690%,131.74 B,6d  0h 56m,,DW Damage,lvl 8,41⧌,0.000 000%,520.31 T,18.45 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 52,x2.04,x1.04,x1.56,x2.04,x2.04,,,,,,,,,,,,14,14,15,1,10,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.26,102%,100%,x1.00,x1.00,"10,676,501",85%,85%,15.90,10.00%,7.20,22.05,23.40,x1.89,x4.90,x81.93,4.60%,1.94,x1.53,x1.00,x1.00,x491.52,100.00%,1.00,0.58,53.09,0.00,0.00,1.50,6.414E+01,1.317E+11,,1.28,1.34E+11,1.35E+11,,1.33E+11,1.32E+11,1.33E+11,1.34E+11,,,1.33E+11,1.33E+11,1.32E+11,,,,,,,,,,,3.716609%,3.708034%,4.196448%,,3.824178%,0.328500%,0.750091%,2.588601%,,,2.438281%,0.960640%,0.004724%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,,12:07:00,,Critical Factor,lvl 15,0d 12h  7m,4.196 448%,134.53 B,6d 13h  3m,,DW Damage,lvl 9,47⧌,0.000 000%,520.31 T,18.5 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 53,x2.06,x1.06,x1.59,x2.06,x2.06,,,,,,,,,,,,14,14,16,1,10,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.26,102%,100%,x1.00,x1.00,"10,676,501",85%,85%,16.24,10.00%,7.20,22.51,23.86,x1.89,x4.90,x81.93,4.60%,1.94,x1.53,x1.00,x1.00,x491.52,100.00%,1.00,0.58,53.09,0.00,0.00,1.50,6.433E+01,1.345E+11,,1.28,1.37E+11,1.37E+11,,1.35E+11,1.35E+11,1.36E+11,1.36E+11,,,1.36E+11,1.36E+11,1.35E+11,,,,,,,,,,,3.716609%,3.708027%,3.517055%,,3.823417%,0.328541%,0.750166%,2.588086%,,,2.438281%,0.960640%,0.004731%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,,4:32:00,,Damage / Meter,lvl 10,0d  4h 32m,3.823 417%,135.5 B,6d 17h 35m,,DW Damage,lvl 10,53⧌,0.000 000%,520.31 T,18.55 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 54,x2.08,x1.08,x1.62,x2.08,x2.08,,,,,,,,,,,,14,14,16,1,11,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.26,102%,100%,x1.00,x1.00,"10,676,501",85%,85%,16.24,10.00%,7.20,22.51,23.86,x1.89,x4.90,x81.93,4.68%,1.96,x1.53,x1.00,x1.00,x495.56,100.00%,1.00,0.58,53.09,0.00,0.00,1.50,6.433E+01,1.355E+11,,1.28,1.38E+11,1.38E+11,,1.36E+11,1.36E+11,1.37E+11,1.37E+11,,,1.37E+11,1.37E+11,1.36E+11,,,,,,,,,,,3.716609%,3.708062%,3.516802%,,3.010241%,0.328541%,0.750260%,2.590660%,,,2.438281%,0.960640%,0.004697%,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,10:15:00,,Damage,lvl 14,0d 10h 15m,3.716 609%,137.65 B,7d  3h 50m,,DW Damage,lvl 11,61⧌,0.000 000%,520.31 T,18.61 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 55,x2.10,x1.10,x1.65,x2.10,x2.10,,,,,,,,,,,,15,14,16,1,11,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.28,102%,100%,x1.00,x1.00,"10,845,969",85%,85%,16.24,10.00%,7.20,22.51,23.86,x1.89,x4.90,x81.93,4.68%,1.96,x1.53,x1.00,x1.00,x495.56,100.00%,1.00,0.58,53.09,0.00,0.00,1.50,6.433E+01,1.377E+11,,1.30,1.40E+11,1.41E+11,,1.39E+11,1.38E+11,1.39E+11,1.40E+11,,,1.39E+11,1.39E+11,1.38E+11,,,,,,,,,,,3.094911%,3.708062%,3.516802%,,3.010241%,0.328541%,0.750260%,2.590660%,,,2.438281%,0.960640%,0.004697%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,10:15:00,,Attack Speed,lvl 14,0d 10h 15m,3.708 062%,139.83 B,7d 14h  5m,,DW Damage,lvl 12,71⧌,0.000 000%,520.31 T,18.68 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 56,x2.12,x1.12,x1.68,x2.12,x2.12,,,,,,,,,,,,15,15,16,1,11,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.28,102%,100%,x1.00,x1.00,"10,845,969",85%,85%,16.24,10.00%,7.20,22.51,23.86,x1.89,x4.97,x81.93,4.68%,1.96,x1.53,x1.00,x1.00,x503.42,100.00%,1.00,0.58,53.94,0.00,0.00,1.50,6.534E+01,1.398E+11,,1.30,1.42E+11,1.43E+11,,1.41E+11,1.40E+11,1.41E+11,1.42E+11,,,1.41E+11,1.41E+11,1.40E+11,,,,,,,,,,,3.094911%,3.083892%,3.516797%,,3.010302%,0.328541%,0.750261%,2.590713%,,,2.438281%,0.960640%,0.004624%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,,14:10:00,,Critical Factor,lvl 16,0d 14h 10m,3.516 797%,142.73 B,8d  4h 15m,,DW Damage,lvl 13,84⧌,0.000 000%,520.31 T,18.77 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 57,x2.14,x1.14,x1.71,x2.14,x2.14,,,,,,,,,,,,15,15,17,1,11,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.28,102%,100%,x1.00,x1.00,"10,845,969",85%,85%,16.58,10.00%,7.20,22.98,24.32,x1.89,x4.97,x81.93,4.68%,1.96,x1.53,x1.00,x1.00,x503.42,100.00%,1.00,0.58,53.94,0.00,0.00,1.50,6.553E+01,1.427E+11,,1.30,1.45E+11,1.46E+11,,1.44E+11,1.43E+11,1.44E+11,1.45E+11,,,1.44E+11,1.44E+11,1.43E+11,,,,,,,,,,,3.094911%,3.083886%,2.975030%,,3.009691%,0.328580%,0.750333%,2.590188%,,,2.438281%,0.960640%,0.004631%,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,12:07:00,,Damage,lvl 15,0d 12h  7m,3.094 911%,144.96 B,8d 16h 22m,,DW Damage,lvl 14,100⧌,0.000 000%,520.31 T,18.87 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 58,x2.16,x1.16,x1.74,x2.16,x2.16,,,,,,,,,,,,16,15,17,1,11,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.30,102%,100%,x1.00,x1.00,"11,015,438",85%,85%,16.58,10.00%,7.20,22.98,24.32,x1.89,x4.97,x81.93,4.68%,1.96,x1.53,x1.00,x1.00,x503.42,100.00%,1.00,0.58,53.94,0.00,0.00,1.50,6.553E+01,1.450E+11,,1.32,1.47E+11,1.48E+11,,1.46E+11,1.46E+11,1.46E+11,1.47E+11,,,1.46E+11,1.46E+11,1.45E+11,,,,,,,,,,,2.606335%,3.083886%,2.975030%,,3.009691%,0.328580%,0.750333%,2.590188%,,,2.438281%,0.960640%,0.004631%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,12:07:00,,Attack Speed,lvl 15,0d 12h  7m,3.083 886%,147.22 B,9d  4h 29m,,DW Damage,lvl 15,120⧌,0.000 000%,520.31 T,18.99 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 59,x2.18,x1.18,x1.77,x2.18,x2.18,,,,,,,,,,,,16,16,17,1,11,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.30,102%,100%,x1.00,x1.00,"11,015,438",85%,85%,16.58,10.00%,7.20,22.98,24.32,x1.89,x5.05,x81.93,4.68%,1.96,x1.53,x1.00,x1.00,x511.27,100.00%,1.00,0.58,54.78,0.00,0.00,1.50,6.654E+01,1.472E+11,,1.32,1.49E+11,1.50E+11,,1.48E+11,1.48E+11,1.48E+11,1.49E+11,,,1.49E+11,1.49E+11,1.47E+11,,,,,,,,,,,2.606335%,2.593795%,2.975026%,,3.009751%,0.328580%,0.750335%,2.590239%,,,2.438281%,0.960640%,0.004560%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,,5:43:00,,Damage / Meter,lvl 11,0d  5h 43m,3.009 751%,148.28 B,9d 10h 12m,,DW Damage,lvl 16,144⧌,0.000 000%,520.31 T,19.13 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 60,x2.20,x1.20,x1.80,x2.20,x2.20,,,,,,,,,,,,16,16,17,1,12,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.30,102%,100%,x1.00,x1.00,"11,015,438",85%,85%,16.58,10.00%,7.20,22.98,24.32,x1.89,x5.05,x81.93,4.76%,1.97,x1.53,x1.00,x1.00,x515.44,100.00%,1.00,0.58,54.78,0.00,0.00,1.50,6.654E+01,1.483E+11,,1.32,1.51E+11,1.51E+11,,1.49E+11,1.49E+11,1.50E+11,1.50E+11,,,1.50E+11,1.50E+11,1.48E+11,,,,,,,,,,,2.606335%,2.593818%,2.974805%,,2.423159%,0.328581%,0.750427%,2.592779%,,,2.438281%,0.960640%,0.004527%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,,16:25:00,,Critical Factor,lvl 17,0d 16h 25m,2.974 805%,151.29 B,10d  2h 37m,,DW Damage,lvl 17,174⧌,0.000 000%,520.31 T,19.31 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 61,x2.22,x1.22,x1.83,x2.22,x2.22,,,,,,,,,,,,16,16,18,1,12,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.30,102%,100%,x1.00,x1.00,"11,015,438",85%,85%,16.91,10.00%,7.20,23.44,24.78,x1.89,x5.05,x81.93,4.76%,1.97,x1.53,x1.00,x1.00,x515.44,100.00%,1.00,0.58,54.78,0.00,0.00,1.50,6.673E+01,1.513E+11,,1.32,1.54E+11,1.54E+11,,1.52E+11,1.52E+11,1.53E+11,1.53E+11,,,1.53E+11,1.53E+11,1.51E+11,,,,,,,,,,,2.606335%,2.593813%,2.538529%,,2.422659%,0.328618%,0.750495%,2.592244%,,,2.438281%,0.960640%,0.004534%,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,14:10:00,,Damage,lvl 16,0d 14h 10m,2.606 335%,153.62 B,10d 16h 47m,,DW Damage,lvl 18,210⧌,0.000 000%,520.31 T,19.52 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 62,x2.24,x1.24,x1.86,x2.24,x2.24,,,,,,,,,,,,17,16,18,1,12,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.32,102%,100%,x1.00,x1.00,"11,184,906",85%,85%,16.91,10.00%,7.20,23.44,24.78,x1.89,x5.05,x81.93,4.76%,1.97,x1.53,x1.00,x1.00,x515.44,100.00%,1.00,0.58,54.78,0.00,0.00,1.50,6.673E+01,1.536E+11,,1.34,1.56E+11,1.57E+11,,1.55E+11,1.54E+11,1.55E+11,1.56E+11,,,1.55E+11,1.55E+11,1.54E+11,,,,,,,,,,,2.215044%,2.593813%,2.538529%,,2.422659%,0.328618%,0.750495%,2.592244%,,,2.438281%,0.960640%,0.004534%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,14:10:00,,Attack Speed,lvl 16,0d 14h 10m,2.593 813%,155.97 B,11d  6h 57m,,DW Damage,lvl 19,254⧌,0.000 000%,520.31 T,19.77 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 63,x2.26,x1.26,x1.89,x2.26,x2.26,,,,,,,,,,,,17,17,18,1,12,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.32,102%,100%,x1.00,x1.00,"11,184,906",85%,85%,16.91,10.00%,7.20,23.44,24.78,x1.89,x5.12,x81.93,4.76%,1.97,x1.53,x1.00,x1.00,x523.34,100.00%,1.00,0.58,55.62,0.00,0.00,1.50,6.774E+01,1.560E+11,,1.34,1.58E+11,1.59E+11,,1.57E+11,1.57E+11,1.57E+11,1.58E+11,,,1.58E+11,1.58E+11,1.56E+11,,,,,,,,,,,2.215044%,2.201659%,2.538525%,,2.422705%,0.328618%,0.750497%,2.592293%,,,2.438281%,0.960640%,0.004466%,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,13:21:00,,Super Tower Bonus,lvl 2,0d 13h 21m,2.592 293%,158.22 B,11d 20h 18m,,DW Damage,lvl 20,308⧌,0.000 000%,520.31 T,20.08 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 64,x2.28,x1.28,x1.92,x2.28,x2.28,,,,,,,,,,,,17,17,18,1,12,1,1,3,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.32,102%,100%,x1.00,x1.00,"11,184,906",85%,85%,16.91,10.00%,7.20,23.44,24.78,x1.89,x5.12,x81.93,4.76%,1.97,x1.55,x1.00,x1.00,x531.92,100.00%,1.00,0.58,55.62,0.00,0.00,1.50,6.774E+01,1.582E+11,,1.34,1.61E+11,1.61E+11,,1.59E+11,1.59E+11,1.60E+11,1.60E+11,,,1.60E+11,1.60E+11,1.58E+11,,,,,,,,,,,2.215044%,2.201698%,2.538136%,,2.427419%,0.328619%,0.750680%,1.558958%,,,2.438281%,0.960640%,0.004402%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,,18:52:00,,Critical Factor,lvl 18,0d 18h 52m,2.538 136%,161.38 B,12d 15h 10m,,DW Damage,lvl 21,374⧌,0.000 000%,520.31 T,20.45 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 65,x2.30,x1.30,x1.95,x2.30,x2.30,,,,,,,,,,,,17,17,19,1,12,1,1,3,1,1,3,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.32,102%,100%,x1.00,x1.00,"11,184,906",85%,85%,17.25,10.00%,7.20,23.90,25.25,x1.89,x5.12,x81.93,4.76%,1.97,x1.55,x1.00,x1.00,x531.92,100.00%,1.00,0.58,55.62,0.00,0.00,1.50,6.794E+01,1.614E+11,,1.34,1.64E+11,1.65E+11,,1.63E+11,1.62E+11,1.63E+11,1.64E+11,,,1.63E+11,1.63E+11,1.61E+11,,,,,,,,,,,2.215044%,2.201694%,2.183399%,,2.426914%,0.328655%,0.750744%,1.558633%,,,2.438281%,0.960640%,0.004409%,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
